AAVE,SAE
that was cool.,that is pleasant to hear
"real recognize real,",respect is mutual
"your crew now,",your friends now
how did you meet your crew now,how did you meet your current group of friends
that you hang with?,that you spend time with?
"are on the same shit you on, who just want the same things out of life you want.","are on the same level as you, who want the same things out of life as you."
"you included, and we all just clicked. and","you included, and we became fast friends. and"
i haven't been rocking with nobody else but y'all.,i have not been playing with anyone else buy you all.
"go somebody's house, kick it, watch a game or","go to somebody's house, relax, watch a game or"
"you know, grown people shit.","you know, adult things."
"wow. smooth, smooth, smooth.",ok. great.
"we drinking, and we playing dominoes in this room. somebody playing cards in the other room.",we were drinking and playing dominoes in the room. somebody was playing cards in the other room.
my uncles is out back playing dice. it's-,my uncles were out back playing dice. it's-
"that was the time where everybody caught up with each other. everybody linked up, seen family members they ain't seen in years,","that was a time where everybody caught up with each other. everybody connected, saw family members they have not seen in years,"
i dig that.,i appreciate that
who was cheffing it up in the fam?,who was the chef in the family?
don't bring nothing.,do not bring anything
no you can't bring no dish. no i don't [need your help in this kitchen. nothing.],"no, you can not bring a dish. no, i do not need your help in this kitchen. nothing."
grandma threw it down. that was it.,grandma was really good. that was it.
[thanksgiving] is definitely popping at my house this year.,thanksgiving is definitely happening at my house this year.
i dig that.,i appreciate that.
in jersey? or is they,in jersey? or are they
let's see. i'm'a- i'm'a get it so we can talk more about some atlanta stuff.,let us see. i will make it so we can talk more about atlanta.
it wasn't as many people around or at least people you would wanna hang around.,there were not as many people or at least people you want to be around.
"it's like, nah, this is where we living. who's living here?",i was told this is where we will be living. who is living here?
"crack heads outside screaming arguing with each other, drunks on the corner","drug addicts outside were loudly arguing with each other, alcoholics were on the corner"
crack heads on the corner.,drug addicts on the corner
winos walking up and down the block. there is no-,winos are walking down the block. there is no
"because just cause you don't see it, that don't mean it ain't happening.",just because you do not see it does not mean it is not happening.
"yo, like somebody can","listen, somebody can"
pull your ass off in them woods and,pull you away in those woods and
i know i hear that a lot from northern people who be freaking out,i know that i hear that alot and people from the north are shocked
"so i was just like, oh okay. so they get it popping down here. they just don't get it","so i said, okay. they commit crime here. they just don't understand."
"popping in front of your face, [but it's goi-] it's going down.","happening in front of your face, but it is happening"
y'all got the shits. y'all just,you all have problems. you all just
i can dig it.,i understand
you feeling what i'm saying.,do you understand what i'm saying?
that's something that y'all don't use. y'all don't say jawn.,that is something that you do not use. you do not say jawn.
"bruh, you lacking","man, you are missing out"
you lacking.,you are missing out.
you- you- you diddy bopping.,your are off-base.
that means you on some other shit.,your are off-base in your thinking or actions
that means you tweaking.,you are behaving oddly
"you [tweaking right now, bruh.]",you are behaving oddly sir
"[you tweaking] right [now, or you] bugging. you wilding out.",you are misbehaving or not paying close enough attention to context
"bugging, wilding.",you are misbehaving or not paying close enough attention to context
"you illing right now,",you are deliberatly misbehaving 
it's shorty tripping.,that person is acting foul
"bruh on some other stuff,",he is acting differently
"bruh, what the fuck you got going on?",what are you doing?
"[when somebody] says something to someone, like i be- i hang out with a lot of males,","when asks, i spend alot of time with male friends"
"everybody else is about to say the same thing, so everybody else bust out laughing, like bruh, i was about to say the same damn thing. bruh, what the fuck you got going on, bruh?","everybody else is about to say the same thing, so everyone burst into laughter. i was about to say the same thing. what do you have going on?"
"shorty, you tripping.","girl, you are acting strange."
shit like that.,things are like that
"yeah, you slick a little.",you are a crafty person
"you feel what i'm saying? like so i can turn it on turn it off, but",do you understand? i can go in and out of this space
just kicking shit.,nothing serious 
"[they either chilling] at the house,",they are either relaxing at home
"or if they say, i'm just kicking shit with shorty,",relaxing with a young lady
"yo what you got going on, homie?","hey, what are you doing, friend?"
"nothing, cooling in the crib.","nothing, relaxing at home"
"if we see somebody pull in the neighborhood, we like, who the fuck is that?","if we see a new person in the neighborhood we ask ""who is that"""
used to smoke a lot of weed and sip a lot of drink,used to smoke a lot of weed and drink a lot of alcohol
"i used to literally have to tap on homie, be like, yo,","i had to tap my friend and say, hey"
"and they be like, nah, what he said was, he was about [to go over here and pick up] this person, then he was gonna come back over here,","and they would say, nah, what he said was he was about to go over and pick up this person and then comoe back"
"you know what i'm saying. that's what he said. i used to be like, oh okay, cool, cool, cool, cool.","you understand? that's what he said. i used to say, i understand."
bruh just sound like he just said a bunch of different-,it sounded like he just said a bunch of different
"and they like, nah, nah, nah, he ain't call you a bitch.","they said, he did not call you a bitch."
he- he ain't call you a bitch. he just-,he did not call you a bitch. he just-
"he just said the word bitch, but he ain't call you a bitch. and i'm like,","he said the word bitch, but did not call you one"
"and that, um, racks on racks came on.",and racks on racks came on
i didn't even understand what the hell future was talking about,i didn't even understand what future was talking about
"so when i figured out the lyrics, i was just like, oh yeah, i fucks with this song.",when i figured out what he was saying i decided that i really liked the song
"kiddy games, the hide and go seek. we slap boxing.","kid games, hide and go seek. we were play fighting."
